ObjectNumber,Title,ObjectName,Description
RV-929-365,DOOS,doos,"De doos bevat een tweede van soortgelijke vorm. Werd gebruikt voor tabak en gedroogde pinang.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-367,KALKDOOS,kalkdoos,"Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm, de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik, kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-368,KALKDOOS,kalkdoos,"Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm, de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-369,KALKDOOS,kalkdoos,"Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm, de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboekokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-370,DOOSJE,doos,"In de doos is een tweede doos met een katoenen doek met daarin kalk, en parels van Tridacna, Avicula en Melegrina schelpen.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm, de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-371,DOOS VOOR SIRIHKALK,doos,"In de doos bevinden zich twee kleinere dozen met daarin sirihkalk.

Het kauwen van de betelnoot of sirih is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm, de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-372,BETELDOOS,beteldoos,"De doos bevat een tweede van dezelfde vorm, waarvan het vlak van het deksel eveneens met diagonaal vlechtwerk van rode, zwarte en gele strepen is bekleed en waardoor ruiten en schuine strepen in die kleuren zijn gevormd. In de doos bevinden zich enige, aan stokjes gestoken stukken pinang.

Het kauwen van de betelnoot of sirih is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-373,DOOSJE VOOR GEDROOGDE TABAK EN PINANG,doos ; tas,"Langwerpig vierkant doosje met, aan het doosje door middel van enige draadjes verbonden, opschuviend deksel, van een dubbele laag pandanbladrepen vervaardigd, van binnen dwarse aan elkaar genaaide stroken van buiten diagonaal vlechtwerk van rood, zwart en geel gekleurde repen. De rand van doos en deksel zwart omboord. Dient om kalk te bewaren. Het doosje bevat vijf kokertjes en tasjes voor tabak en gedroogde pinang.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-374,TAS,tas,"In de tas zitten nog weer twee kleinere tasjes. Wordt tot bewaring van gedroogde tabak en pinang gebruikt.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-376,DOOS VOOR TABAK EN PINANG.,doos,"Deze doos wordt gebruikt voor tabak en gedroogde pinang.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-379,BETELDOOS,beteldoos,"Gebruikt voor gedroogde pinang.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboekokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-383,KALKKOKER,kalkkoker,"Kalkkoker met spatel. Het stokje wordt met speeksel bevochtigd en men brengt zo de kalk bij de sirihpruim in de mond.

Het kauwen van de betelnoot of sirih is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-386,KALKHOUDER,kalkkoker,"Gemaakt van een flesvormige kalebas een vrucht van de Lagenaria, met ingekrast en ingebrande stervormige, bladvormige en haakvormige figuren, alsmede schuine en ringvormige strepen.
De greep van de houten spatel in een menselijk gelaat bijgesneden.
Kalksporen zijn nog aanwezig.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm, de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-387,KALKHOUDER,kalkhouder,"Vervaardigd van een klapperdop, welks oppervlakte met ingesneden slang en krulvormige patronen is bewerkt. Bij de opening twee paar gestyleerde handen. Op de bodem een stervormig figuur. De groeven zijn opgevuld met kalk. Een bast vezel is door twee gaten geregen en geknoopt.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm, de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-388,KALKHOUDER,kalkhouder,"Kalkkoker met spatel?

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm, de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-389,KALKKOKER,kalkkoker,"Kalkkoker met spatel.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm, de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-390,KALKHOUDER,kalkhouder,"Kalkkoker met spatel.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm, de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-392,DRAAGMAND,draagmand,"In deze mand wordt bewaard: de bamboe met tabak, geoliede kapok, ligmat, vuurslag, ingredienten voor het betelkauwen en andere kleinigheden."
RV-929-729,TASJE,tas,"In het tasje bevinden zich sirihbladeren.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm, de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers."
RV-1009-58,Beteldoos,sirihdoos ; deksel,"Evenals serie 1008 voorw. serie 1009 afk. v.d. tent. te Jakarta.
1009-58 t/m 1009-60 horen bij elkaar: sirihdoos, doekje en tabaksdoos."
RV-1009-62,Beteltas,sirihtas,
RV-1560-3,Beteltas,sirihtas,
RV-2584-29,Beteldoos,sirihdoos,De wanden van deze sirihdoos zijn versierd met blad- en bloemmotieven in zwart en goud lakwerk.
RV-3372-24,NETTAS,Draadtas / draagtas,"De tas is uit touw geknoopt.
Hij heeft een draagband.
In bruin en bruinrood zijn geometrische figuren geknoopt.

Het gebruik van het draagnet heeft zich vanuit het Centrale Bergland van Nieuw-Guinea verspreid naar de rivierdalen en kuststreken.
Dit betrekkelijk eenvoudige voorwerp, waarvan verschillende soorten voorkomen, vervult méér dan alleen een transportfunctie.
Draagnetten worden door de vrouwen meestal met een band over het voorhoofd gedragen.
In een kleiner net nemen zij de baby mee 'naar het werk', dat wil zeggen naar de groentetuin, in een groter net transporteren zij allerlei produkten, van bataten tot brandhout.
Mannen dragen hun niet zo grote netten in de regel met een band over de schouder of op de borst.
Zij nemen er vaak eten in mee voor onderweg op de jacht, of genotmiddelen (betelnoten, tabak en wat daarbij hoort).
Hoewel de mannen het ruw materiaal (afgehakte luchtwortels van de pandanus-palm of de binnenbast van jonge bomen) aanleveren, is het maken van draagnetten over het algemeen een werk dat door vrouwen verricht wordt.
Dit gebeurt wanneer het eten staat warm te worden, de baby gezoogd wordt, men van het dorp naar de tuin loopt of andersom en tijdens werkpauzes.
De vrouwen, die als klein meisje van hun moeder al geleerd hebben draad te twijnen en kapotte netten te repareren, zijn tegen de tijd dat ze getrouwd zijn zo handig geworden dat zij elk ongeveer twintig tot dertig netten per jaar kunnen maken. 
De netten die de vrouwen voor dagelijks 'huishoudelijk' gebruik maken zijn over het algemeen grofmazig en hebben eenvoudige patronen.
De voor ceremoniële doeleinden vervaardigde netten zijn eerder fijnmazig en hebben ingewikkelder geometrische patronen.
Al dan niet ceremoniële netten spelen op Nieuw-Guinea een rol in vele verschillende maatschappelijke contexten.
Het meisje geeft een fraai draagnet aan de jongen waarop zij verliefd is, de bruid neemt als onderdeel van haar bruidschat draagnetten mee, weduwen hullen zich in de rouwtijd soms in een kapot versleten draagnet of dragen bezittingen -en in sommige gevallen naar men gelooft zelfs de ziel- van hun overleden echtgenoot met zich mee.
Die rouwgebruiken hangen samen met de gedachte, dat het draagnet als onlosmakelijk aanhangsel van de vrouw en de man onderdeel uitmaakt van de persoonlijkheid, zodanig dat men met een stukje van een draagnet zwarte magie kan bedrijven en de bezitster of bezitter ervan kwaad kan doen.
In het mannenhuis of in dodengrotten, soms ook in het woonhuis worden de schedels en beenderen van overleden voorouders in sacrale draagnetten bewaard, eventueel samen met symbolisch-magische voorwerpen als een stuk zwoerd van het oervarken of afgekluifde botjes, de resten van ceremoniële maaltijden.
Verder speelt het draagnet -versierd met schelpen of tegenwoordig papiergeld- een rol als betaalmiddel, is het een teken van volwassenheid bij meisjes en jongens, wordt het door danseressen en dansers gedragen bij (initiatie)feesten en fungeert het als onderdeel van het oogstaltaar waarbij de vruchtbaarheid van de tuinen wordt gevierd. 
Het zo belangrijke draagnet komt voor in de Papoea-mythologie in het thema van de oermoeder die uit haar oerdraagnet alle levende wezens (van de slang tot sterren) schudt, iets wat in de houtsnijkunst en op schilderingen vaker wordt uitgebeeld.
Vreemd is dit niet: In feite wordt het draagnet beschouwd als een zich buiten het lichaam bevindende baarmoeder, en geassocieerd met de vrouwelijke vruchtbaarheid en geboorte, zodanig dat sommige stammen een buideldier als totem gekozen hebben. 

(Uit: D.A.M. Smidt, 'Van baarmoeder tot mannenhuis' en 'Techniek in Nieuw-Guinea' in: I.C. van Hout (red), Lieve Lasten. Hoe kinderen gedragen worden, KIT, Amsterdam, 1993)"
RV-5526-51,KLINGEL VAN SCHELP,klingel,"Resonator en klepel van deze klingel zijn beide van schelp.
De schelp wordt  vanaf de kust naar het binnenland verhandeld.
Dergelijke klingels worden aan de kleine draagnetten van mannen bevestigd.
In de draagnetten bewaren de mannen hun persoonlijke bezittingen zoals eetgerei,
rook- en andere genotwaren (betelnoten bijvoorbeeld)  en eventueel bepaalde magische substanties.
Dergelijke draagnetten worden over de schouder gedragen.
Wanneer de mannen op pad zijn, bijvoorbeeld door het bos, maken zij hun aanwezigheid door middel van de klingels kenbaar.
Daarmee geven zij aan dat zij geen kwaad in de zin hebben.
De klingels worden ook aan het polsgewricht bevestigd tijdens bepaalde dansen.
DS, 1999."
