ObjectNumber,Title,ObjectName,Description
RV-929-373,DOOSJE VOOR GEDROOGDE TABAK EN PINANG,doos ; tas,"Langwerpig vierkant doosje met, aan het doosje door middel van enige draadjes verbonden, opschuviend deksel, van een dubbele laag pandanbladrepen vervaardigd, van binnen dwarse aan elkaar genaaide stroken van buiten diagonaal vlechtwerk van rood, zwart en geel gekleurde repen. De rand van doos en deksel zwart omboord. Dient om kalk te bewaren. Het doosje bevat vijf kokertjes en tasjes voor tabak en gedroogde pinang.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-374,TAS,tas,"In de tas zitten nog weer twee kleinere tasjes. Wordt tot bewaring van gedroogde tabak en pinang gebruikt.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-376,DOOS VOOR TABAK EN PINANG.,doos,"Deze doos wordt gebruikt voor tabak en gedroogde pinang.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-379,BETELDOOS,beteldoos,"Gebruikt voor gedroogde pinang.

Het kauwen van de betelnoot is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboekokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-383,KALKKOKER,kalkkoker,"Kalkkoker met spatel. Het stokje wordt met speeksel bevochtigd en men brengt zo de kalk bij de sirihpruim in de mond.

Het kauwen van de betelnoot of sirih is een wijdverbreid fenomeen in Melanesië. Het betelmengsel bestaat uit de noot van de arecapalm (ook wel pinang genoemd), de vrucht of de noten van de betelpeper (Piper betle en verwante soorten) en een soort kalk dat een mengsel is van verbrand koraal en vermalen kalksteen. Het kauwen hiervan heeft een stimulerend effect; het verdrijft de vermoeidheid en honger. Door veelvuldig gebruik kleuren de tanden rood. De kalk werd bewaard in speciale bamboekokers. De bamboe kokers werden vaak versierd met ingekraste geometrische patronen. Ook kalebassen konden als kalkhouder dienen."
RV-929-396,DRAAGMAND,draagmand,"Wordt om de schouder gedragen om tabak, pinang en andere kleinigheden mee te voeren."
RV-929-397,DRAAGMAND,draagmand,"Wordt om de schouder gedragen om tabak, pinang en andere kleinigheden mee te voeren."
RV-929-403,TASJE,tas,"Dient voor het bewaren van sirih, pinang, mes, kralen alsmede van kalk- en tabakskoker, en wordt door de inheemse bevolking altijd meegenomen."
RV-929-536,PIJL,Pijl (bundel),"Tien pijlen.
Deze pijlen werden gebruikt voor de jacht op varkens en buidelratten en misschien ook om mensen te doden omdat volgens de oorspronkelijke verzamelaar de Seget niet kunnen trouwen, voor dat zij twee koppen gesneld hebben."
RV-929-537,PIJL,pijl,"Deze pijl werd gebruikt voor de jacht op varkens en buidelratten en misschien ook om mensen te doden omdat volgens de oorspronkelijke verzamelaar de Seget niet kunnen trouwen, voor dat zij twee koppen gesneld hebben."
RV-929-723,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens opnieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-724,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-725,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-726,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-727,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-730,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-732,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-733,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-733a,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-734,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-735,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-735a,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-737a,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
RV-929-738,AMULET,amulet,"De amuletten, aan een touwtje om de hals gedragen, hangen op borst of rug en moeten de mannen zowel moedig maken bij aanvallen, als bescherming verlenen tegen allerlei onheil. Zij worden ook wel door jongemannen op de rug gedragen, als tovermiddel om een of ander meisje aan te trekken. Aan enkele amuletten zijn stukjes hout of worteltjes vastgemaakt; bij tochten tegen de vijand wordt hiervan iets afgeschraapt en het schraapsel samen met sirih gekauwd. Ook steekt men verkoolt men een uiteinde van de toverhoutjes en eet iets van het verbrande gedeelte op; soms tot afwering van regen bij het ten strijde trekken. De uitgesneden amuletten doen alleen dienst, als er een ondermening of rooftocht op touw wordt gezet; zij worden telkens op nieuw ingewijd door bestrijking met gekauwde pinang, sirih en kalk. De drager van het amulet moet hetzelfde ritueel ondergaan, waarbij vooral het voorhoofd met het mengsel wordt ingesmeerd. Raakt de drager toch gewond, dan wordt wat van het toverhoutje geschraapt en hem dat ingegeven om de dood te verhoeden. De amuletten zijn zelden of nooit beeltenissen van overledenen; de insnijdingen zijn louter versieringen. Tussen het hout en het omwindsel bevindt zich een of ander onheilafwerend middel, dat soms ook aan het voorwerp hangt. Elk gezin vervaardigt de amuletten van een soort hout, die bij overlevering heet aan dat gezin geluk te brengen. Eenzelfde gezin zal nooit een amulet, al of niet versierd, van een andere houtsoort bezitten."
